id,question_id,player_id,playerAnswer,game_id,correct
133,definition of similar objects,e45032eb859647c7613a642624dcede5,encapsulation,8,f
134,family geneology,e45032eb859647c7613a642624dcede5,tree,8,t
135,steps in a recipe,e45032eb859647c7613a642624dcede5,map,8,f
136,Foo implements Bar,e45032eb859647c7613a642624dcede5,interface,8,t
137,"public getFoo(){
  return this.foo;
}",e45032eb859647c7613a642624dcede5,encapsulation,8,t
138,instance of a class,e45032eb859647c7613a642624dcede5,object,8,t
139,index,e45032eb859647c7613a642624dcede5,list,8,f
140,dictionary,e45032eb859647c7613a642624dcede5,set,8,f
141,quicksort (average case),e45032eb859647c7613a642624dcede5,O(n*log(n)),8,t
142,Thread synchronization primitive,e45032eb859647c7613a642624dcede5,type declaration,8,f
143,"public void foo(){
	super();
...
}",e45032eb859647c7613a642624dcede5,encapsulation,8,f
144,public T head(List<T> lst){ return lst.get(0);},e45032eb859647c7613a642624dcede5,generic types,8,t
145,Foo foo = new Foo();,e45032eb859647c7613a642624dcede5,class,8,f
146,bubble sort,e45032eb859647c7613a642624dcede5,O(n*log(n)),8,f
147,runtime type verification,e45032eb859647c7613a642624dcede5,dynamic typing,8,t
148,definition of similar objects,e45032eb859647c7613a642624dcede5,encapsulation,9,f
149,family geneology,e45032eb859647c7613a642624dcede5,tree,9,t
150,steps in a recipe,e45032eb859647c7613a642624dcede5,map,9,f
151,Foo implements Bar,e45032eb859647c7613a642624dcede5,interface,9,t
152,"public getFoo(){
  return this.foo;
}",e45032eb859647c7613a642624dcede5,encapsulation,9,t
153,instance of a class,e45032eb859647c7613a642624dcede5,object,9,t
154,index,e45032eb859647c7613a642624dcede5,list,9,f
155,dictionary,e45032eb859647c7613a642624dcede5,set,9,f
156,quicksort (average case),e45032eb859647c7613a642624dcede5,O(n*log(n)),9,t
157,Thread synchronization primitive,e45032eb859647c7613a642624dcede5,type declaration,9,f
158,"public void foo(){
	super();
...
}",e45032eb859647c7613a642624dcede5,encapsulation,9,f
159,public T head(List<T> lst){ return lst.get(0);},e45032eb859647c7613a642624dcede5,generic types,9,t
160,Foo foo = new Foo();,e45032eb859647c7613a642624dcede5,class,9,f
161,bubble sort,e45032eb859647c7613a642624dcede5,O(n*log(n)),9,f
162,runtime type verification,e45032eb859647c7613a642624dcede5,dynamic typing,9,t
207,class Foo extends Bar,3bc941d924a9f22ba306b433cdc9911f,java,12,t
208,public T head(List<T> lst){ return lst.get(0);},3bc941d924a9f22ba306b433cdc9911f,type declaration,12,f
209,C& C::(operator=(const C&);,3bc941d924a9f22ba306b433cdc9911f,c/c++,12,t
210,return *this;,3bc941d924a9f22ba306b433cdc9911f,c/c++,12,t
211,linear search (average case),3bc941d924a9f22ba306b433cdc9911f,O(n),12,t
212,oracle,3bc941d924a9f22ba306b433cdc9911f,java,12,t
213,steps in a recipe,3bc941d924a9f22ba306b433cdc9911f,list,12,t
214,for(int foo : bar){...},3bc941d924a9f22ba306b433cdc9911f,iteration,12,t
215,people you know,3bc941d924a9f22ba306b433cdc9911f,set,12,t
216,dictionary,3bc941d924a9f22ba306b433cdc9911f,map,12,t
217,package org.foo,3bc941d924a9f22ba306b433cdc9911f,python,12,f
218,copying an array,3bc941d924a9f22ba306b433cdc9911f,O(n),12,t
219,"public void foo(){
	super();
...
}",3bc941d924a9f22ba306b433cdc9911f,inheritance,12,f
220,type erasure,3bc941d924a9f22ba306b433cdc9911f,python,12,f
235,a.equals(b),c8db493284916b6eaf9d2b8a16e89efe,java,14,t
236,int?,c8db493284916b6eaf9d2b8a16e89efe,c#,14,t
237,JVM,c8db493284916b6eaf9d2b8a16e89efe,c#,14,f
238,oracle,c8db493284916b6eaf9d2b8a16e89efe,javascript,14,f
239,throws,c8db493284916b6eaf9d2b8a16e89efe,java,14,t
240,Dijkstra's algorithm,c8db493284916b6eaf9d2b8a16e89efe,O(log(n)),14,f
241,CLR,c8db493284916b6eaf9d2b8a16e89efe,c#,14,t
242,instance of a class,c8db493284916b6eaf9d2b8a16e89efe,object,14,t
243,"public getFoo(){
  return this.foo;
}",c8db493284916b6eaf9d2b8a16e89efe,inheritance,14,f
244,quicksort (average case),c8db493284916b6eaf9d2b8a16e89efe,O(log(n)),14,f
245,namespace org.foo,c8db493284916b6eaf9d2b8a16e89efe,c#,14,t
246,Foo extends Bar,c8db493284916b6eaf9d2b8a16e89efe,inheritance,14,t
247,LINQ,c8db493284916b6eaf9d2b8a16e89efe,c#,14,t
248,steps in a recipe,c8db493284916b6eaf9d2b8a16e89efe,list,14,t
249,filesystem,c8db493284916b6eaf9d2b8a16e89efe,map,14,f
250,order of a deck of cards,c8db493284916b6eaf9d2b8a16e89efe,list,14,t
251,dictionary,c8db493284916b6eaf9d2b8a16e89efe,list,14,f
252,async/await,c8db493284916b6eaf9d2b8a16e89efe,c#,14,t
253,public partial class,c8db493284916b6eaf9d2b8a16e89efe,java,14,f
254,back button history in browser,c8db493284916b6eaf9d2b8a16e89efe,tree,14,f
255,insert/delete from a heap,c8db493284916b6eaf9d2b8a16e89efe,O(n),14,f
256,linear search (average case),c8db493284916b6eaf9d2b8a16e89efe,O(n),14,t
257,var myList = new List<int>();,c8db493284916b6eaf9d2b8a16e89efe,java,14,f
258,copying an array,c8db493284916b6eaf9d2b8a16e89efe,O(n),14,t
259,int foo;,c8db493284916b6eaf9d2b8a16e89efe,type declaration,14,t
260,for(int foo : bar){...},c8db493284916b6eaf9d2b8a16e89efe,iteration,14,t
261,index,c8db493284916b6eaf9d2b8a16e89efe,list,14,f
262,bubble sort,c8db493284916b6eaf9d2b8a16e89efe,O(log(n)),14,f
116,class A: public B{...};,2d3ae4713ccdb838eeb397e237fe8123,c/c++,7,t
117,oracle,2d3ae4713ccdb838eeb397e237fe8123,java,7,t
118,class with some missing implementation,2d3ae4713ccdb838eeb397e237fe8123,abstract class,7,t
119,C& C::(operator=(const C&);,2d3ae4713ccdb838eeb397e237fe8123,c/c++,7,t
120,phone book,2d3ae4713ccdb838eeb397e237fe8123,list,7,f
121,diff,2d3ae4713ccdb838eeb397e237fe8123,c/c++,7,f
122,type erasure,2d3ae4713ccdb838eeb397e237fe8123,java,7,t
123,merge sort,2d3ae4713ccdb838eeb397e237fe8123,O(n*log(n)),7,t
124,document.getElementById(foo),2d3ae4713ccdb838eeb397e237fe8123,c/c++,7,f
125,public T head(List<T> lst){ return lst.get(0);},2d3ae4713ccdb838eeb397e237fe8123,generic types,7,t
126,===,2d3ae4713ccdb838eeb397e237fe8123,javascript,7,t
127,Foo::~Foo() {};,2d3ae4713ccdb838eeb397e237fe8123,javascript,7,f
128,people you know,2d3ae4713ccdb838eeb397e237fe8123,tree,7,f
129,(function(){...}());,2d3ae4713ccdb838eeb397e237fe8123,java,7,f
130,JVM,2d3ae4713ccdb838eeb397e237fe8123,java,7,t
131,Dijkstra's algorithm,2d3ae4713ccdb838eeb397e237fe8123,O(n*log(n)),7,f
132,fetch,2d3ae4713ccdb838eeb397e237fe8123,javascript,7,f
163,return *this;,e5cbb18b60e6036190a6287b244a73f1,c/c++,10,t
164,steps in a recipe,e5cbb18b60e6036190a6287b244a73f1,list,10,t
165,fib(n)=fib(n-1)+n,e5cbb18b60e6036190a6287b244a73f1,recursion,10,t
166,phone book,e5cbb18b60e6036190a6287b244a73f1,map,10,t
167,if __name__=='__main__':,e5cbb18b60e6036190a6287b244a73f1,python,10,t
168,cartesian product,e5cbb18b60e6036190a6287b244a73f1,O(n),10,f
169,JVM,e5cbb18b60e6036190a6287b244a73f1,java,10,t
170,throws,e5cbb18b60e6036190a6287b244a73f1,c#,10,f
171,/match/.test('matches!'),e5cbb18b60e6036190a6287b244a73f1,javascript,10,t
172,===,e5cbb18b60e6036190a6287b244a73f1,javascript,10,t
173,type erasure,e5cbb18b60e6036190a6287b244a73f1,java,10,t
174,friend void myFunction();,e5cbb18b60e6036190a6287b244a73f1,javascript,10,f
175,int?,e5cbb18b60e6036190a6287b244a73f1,javascript,10,f
176,int foo;,e5cbb18b60e6036190a6287b244a73f1,type declaration,10,t
177,bookmarks,e5cbb18b60e6036190a6287b244a73f1,map,10,t
178,package org.foo,e5cbb18b60e6036190a6287b244a73f1,c/c++,10,f
179,bubble sort,e5cbb18b60e6036190a6287b244a73f1,O(log(n)),10,f
180,linear search (average case),e5cbb18b60e6036190a6287b244a73f1,O(n),10,t
181,commit,e5cbb18b60e6036190a6287b244a73f1,git,10,t
182,insert/delete from a heap,e5cbb18b60e6036190a6287b244a73f1,O(log(n)),10,t
183,merge sort,e5cbb18b60e6036190a6287b244a73f1,O(log(n)),10,f
184,Animal puppy = new Dog();,e5cbb18b60e6036190a6287b244a73f1,polymorphism,10,t
263,a.equals(b),c8db493284916b6eaf9d2b8a16e89efe,java,15,t
264,int?,c8db493284916b6eaf9d2b8a16e89efe,c#,15,t
265,JVM,c8db493284916b6eaf9d2b8a16e89efe,c#,15,f
266,oracle,c8db493284916b6eaf9d2b8a16e89efe,javascript,15,f
267,throws,c8db493284916b6eaf9d2b8a16e89efe,java,15,t
268,Dijkstra's algorithm,c8db493284916b6eaf9d2b8a16e89efe,O(log(n)),15,f
269,CLR,c8db493284916b6eaf9d2b8a16e89efe,c#,15,t
270,instance of a class,c8db493284916b6eaf9d2b8a16e89efe,object,15,t
271,"public getFoo(){
  return this.foo;
}",c8db493284916b6eaf9d2b8a16e89efe,inheritance,15,f
272,quicksort (average case),c8db493284916b6eaf9d2b8a16e89efe,O(log(n)),15,f
273,namespace org.foo,c8db493284916b6eaf9d2b8a16e89efe,c#,15,t
274,Foo extends Bar,c8db493284916b6eaf9d2b8a16e89efe,inheritance,15,t
275,LINQ,c8db493284916b6eaf9d2b8a16e89efe,c#,15,t
276,steps in a recipe,c8db493284916b6eaf9d2b8a16e89efe,list,15,t
277,filesystem,c8db493284916b6eaf9d2b8a16e89efe,map,15,f
278,order of a deck of cards,c8db493284916b6eaf9d2b8a16e89efe,list,15,t
279,dictionary,c8db493284916b6eaf9d2b8a16e89efe,list,15,f
280,async/await,c8db493284916b6eaf9d2b8a16e89efe,c#,15,t
281,public partial class,c8db493284916b6eaf9d2b8a16e89efe,java,15,f
282,back button history in browser,c8db493284916b6eaf9d2b8a16e89efe,tree,15,f
283,insert/delete from a heap,c8db493284916b6eaf9d2b8a16e89efe,O(n),15,f
284,linear search (average case),c8db493284916b6eaf9d2b8a16e89efe,O(n),15,t
285,var myList = new List<int>();,c8db493284916b6eaf9d2b8a16e89efe,java,15,f
286,copying an array,c8db493284916b6eaf9d2b8a16e89efe,O(n),15,t
287,int foo;,c8db493284916b6eaf9d2b8a16e89efe,type declaration,15,t
288,for(int foo : bar){...},c8db493284916b6eaf9d2b8a16e89efe,iteration,15,t
289,index,c8db493284916b6eaf9d2b8a16e89efe,list,15,f
290,bubble sort,c8db493284916b6eaf9d2b8a16e89efe,O(log(n)),15,f
291,"def infinite:
	x=1
	yield x
	x=x+1",034c295f4e742adf843fad7ac06af985,c#,16,f
292,throws,034c295f4e742adf843fad7ac06af985,java,16,t
293,"public void foo(){...}
public void foo(int bar){...}",034c295f4e742adf843fad7ac06af985,overloading,16,t
294,int foo;,034c295f4e742adf843fad7ac06af985,static typing,16,f
295,protected void finalize() throws Throwable{...},034c295f4e742adf843fad7ac06af985,java,16,t
296,instance of a class,034c295f4e742adf843fad7ac06af985,object,16,t
297,phone book,034c295f4e742adf843fad7ac06af985,map,16,t
298,bookmarks,034c295f4e742adf843fad7ac06af985,list,16,f
299,JVM,034c295f4e742adf843fad7ac06af985,java,16,t
300,type erasure,034c295f4e742adf843fad7ac06af985,c#,16,f
301,Foo implements Bar,034c295f4e742adf843fad7ac06af985,inheritance,16,f
302,a.equals(b),034c295f4e742adf843fad7ac06af985,java,16,t
303,Foo extends Bar,034c295f4e742adf843fad7ac06af985,inheritance,16,t
304,if....elif....else....,034c295f4e742adf843fad7ac06af985,c#,16,f
305,"public getFoo(){
  return this.foo;
}",034c295f4e742adf843fad7ac06af985,encapsulation,16,t
306,for(int foo : bar){...},034c295f4e742adf843fad7ac06af985,iteration,16,t
307,definition of similar objects,034c295f4e742adf843fad7ac06af985,class,16,t
308,index,034c295f4e742adf843fad7ac06af985,tree,16,f
309,"def infinite:
	x=1
	yield x
	x=x+1",034c295f4e742adf843fad7ac06af985,c#,17,f
310,throws,034c295f4e742adf843fad7ac06af985,java,17,t
311,"public void foo(){...}
public void foo(int bar){...}",034c295f4e742adf843fad7ac06af985,overloading,17,t
312,int foo;,034c295f4e742adf843fad7ac06af985,static typing,17,f
313,protected void finalize() throws Throwable{...},034c295f4e742adf843fad7ac06af985,java,17,t
314,instance of a class,034c295f4e742adf843fad7ac06af985,object,17,t
315,phone book,034c295f4e742adf843fad7ac06af985,map,17,t
316,bookmarks,034c295f4e742adf843fad7ac06af985,list,17,f
317,JVM,034c295f4e742adf843fad7ac06af985,java,17,t
318,type erasure,034c295f4e742adf843fad7ac06af985,c#,17,f
319,Foo implements Bar,034c295f4e742adf843fad7ac06af985,inheritance,17,f
320,a.equals(b),034c295f4e742adf843fad7ac06af985,java,17,t
185,"public void foo(){
	super();
...
}",dfdba8412f65696faa263d431a13a44d,polymorphism,11,f
186,phone book,dfdba8412f65696faa263d431a13a44d,map,11,t
187,package org.foo,dfdba8412f65696faa263d431a13a44d,c/c++,11,f
188,a.equals(b),dfdba8412f65696faa263d431a13a44d,c/c++,11,f
189,throws,dfdba8412f65696faa263d431a13a44d,c/c++,11,f
190,Thread synchronization primitive,dfdba8412f65696faa263d431a13a44d,static typing,11,f
191,find(x>0),dfdba8412f65696faa263d431a13a44d,matlab,11,t
192,malloc,dfdba8412f65696faa263d431a13a44d,python,11,f
193,binary search (average case),dfdba8412f65696faa263d431a13a44d,O(log(n)),11,t
194,"[1,2;3,4;5,6;]",dfdba8412f65696faa263d431a13a44d,matlab,11,t
195,friend void myFunction();,dfdba8412f65696faa263d431a13a44d,javascript,11,f
196,steps in a recipe,dfdba8412f65696faa263d431a13a44d,list,11,t
197,a instanceof MyClass,dfdba8412f65696faa263d431a13a44d,java,11,t
198,void *data;,dfdba8412f65696faa263d431a13a44d,c/c++,11,t
199,protected void finalize() throws Throwable{...},dfdba8412f65696faa263d431a13a44d,java,11,t
200,index,dfdba8412f65696faa263d431a13a44d,list,11,f
201,quicksort (average case),dfdba8412f65696faa263d431a13a44d,O(n),11,f
202,order of a deck of cards,dfdba8412f65696faa263d431a13a44d,list,11,t
203,%Comments,dfdba8412f65696faa263d431a13a44d,matlab,11,t
204,class Foo extends Bar,dfdba8412f65696faa263d431a13a44d,java,11,t
205,back button history in browser,dfdba8412f65696faa263d431a13a44d,list,11,t
206,copying an array,dfdba8412f65696faa263d431a13a44d,O(log(n)),11,f
221,class Foo extends Bar,3bc941d924a9f22ba306b433cdc9911f,java,13,t
222,public T head(List<T> lst){ return lst.get(0);},3bc941d924a9f22ba306b433cdc9911f,type declaration,13,f
223,C& C::(operator=(const C&);,3bc941d924a9f22ba306b433cdc9911f,c/c++,13,t
224,return *this;,3bc941d924a9f22ba306b433cdc9911f,c/c++,13,t
225,linear search (average case),3bc941d924a9f22ba306b433cdc9911f,O(n),13,t
226,oracle,3bc941d924a9f22ba306b433cdc9911f,java,13,t
227,steps in a recipe,3bc941d924a9f22ba306b433cdc9911f,list,13,t
228,for(int foo : bar){...},3bc941d924a9f22ba306b433cdc9911f,iteration,13,t
229,people you know,3bc941d924a9f22ba306b433cdc9911f,set,13,t
230,dictionary,3bc941d924a9f22ba306b433cdc9911f,map,13,t
231,package org.foo,3bc941d924a9f22ba306b433cdc9911f,python,13,f
232,copying an array,3bc941d924a9f22ba306b433cdc9911f,O(n),13,t
233,"public void foo(){
	super();
...
}",3bc941d924a9f22ba306b433cdc9911f,inheritance,13,f
234,type erasure,3bc941d924a9f22ba306b433cdc9911f,python,13,f
321,Foo extends Bar,034c295f4e742adf843fad7ac06af985,inheritance,17,t
322,if....elif....else....,034c295f4e742adf843fad7ac06af985,c#,17,f
323,"public getFoo(){
  return this.foo;
}",034c295f4e742adf843fad7ac06af985,encapsulation,17,t
324,for(int foo : bar){...},034c295f4e742adf843fad7ac06af985,iteration,17,t
325,definition of similar objects,034c295f4e742adf843fad7ac06af985,class,17,t
326,index,034c295f4e742adf843fad7ac06af985,tree,17,f
327,return *this;,e91578ac43f2e09b2c60b54400b6da32,java,18,f
328,C& C::(operator=(const C&);,e91578ac43f2e09b2c60b54400b6da32,c/c++,18,t
329,index,e91578ac43f2e09b2c60b54400b6da32,map,18,t
330,class Foo extends Bar,e91578ac43f2e09b2c60b54400b6da32,c#,18,f
331,"public getFoo(){
  return this.foo;
}",e91578ac43f2e09b2c60b54400b6da32,polymorphism,18,f
332,public T head(List<T> lst){ return lst.get(0);},e91578ac43f2e09b2c60b54400b6da32,generic types,18,t
333,copying an array,e91578ac43f2e09b2c60b54400b6da32,O(n),18,t
334,cleaning up unused memory,e91578ac43f2e09b2c60b54400b6da32,garbage collection,18,t
335,back button history in browser,e91578ac43f2e09b2c60b54400b6da32,map,18,f
336,type erasure,e91578ac43f2e09b2c60b54400b6da32,javascript,18,f
337,friend void myFunction();,e91578ac43f2e09b2c60b54400b6da32,java,18,f
338,throws,e91578ac43f2e09b2c60b54400b6da32,java,18,t
339,for(int foo : bar){...},e91578ac43f2e09b2c60b54400b6da32,dynamic typing,18,f
340,oracle,e91578ac43f2e09b2c60b54400b6da32,python,18,f
341,malloc,e91578ac43f2e09b2c60b54400b6da32,c/c++,18,t
342,varargin,e91578ac43f2e09b2c60b54400b6da32,matlab,18,t
343,"function [result1, result2] = functionName(var1, var2, var3)",e91578ac43f2e09b2c60b54400b6da32,java,18,f
344,"public void foo(){...}
public void foo(int bar){...}",e91578ac43f2e09b2c60b54400b6da32,abstract class,18,f
345,insert/delete from a heap,f740d2fe24b1cdafcd9784f47afb6922,O(n),19,f
346,compile time type verification,f740d2fe24b1cdafcd9784f47afb6922,garbage collection,19,f
347,quicksort (average case),f740d2fe24b1cdafcd9784f47afb6922,O(n^2),19,f
348,"public getFoo(){
  return this.foo;
}",f740d2fe24b1cdafcd9784f47afb6922,encapsulation,19,t
349,return *this;,f740d2fe24b1cdafcd9784f47afb6922,python,19,f
350,a.equals(b),f740d2fe24b1cdafcd9784f47afb6922,javascript,19,f
351,protected void finalize() throws Throwable{...},f740d2fe24b1cdafcd9784f47afb6922,java,19,t
352,fib(n)=fib(n-1)+n,f740d2fe24b1cdafcd9784f47afb6922,recursion,19,t
353,Foo foo = new Foo();,f740d2fe24b1cdafcd9784f47afb6922,constructor,19,t
354,Dijkstra's algorithm,f740d2fe24b1cdafcd9784f47afb6922,O(log(n)),19,f
355,linear search (average case),f740d2fe24b1cdafcd9784f47afb6922,O(n*log(n)),19,f
356,index,f740d2fe24b1cdafcd9784f47afb6922,list,19,f
